,icd9,ccs_level_3,ccs_level_3_description,ccs_level_1,ccs_level_1_description
4102,V720,91,Other eye disorders,6,Diseases of the nervous system and sense organs
4103,552,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4104,38100,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4105,38101,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4106,38102,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4107,38103,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4108,38104,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4109,38105,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4110,38106,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4111,38110,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4112,38119,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4113,38120,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4114,38129,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4115,3813,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4116,3814,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4117,38150,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4118,38151,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4119,38152,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4120,38160,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4121,38161,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4122,38162,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4123,38163,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4124,3817,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4125,38181,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4126,38189,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4127,3819,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4128,38200,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4129,38201,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4130,38202,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4131,3821,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4132,3822,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4133,3823,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4134,3824,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4135,3829,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4136,38300,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4137,38301,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4138,38302,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4139,3831,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4140,38320,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4141,38321,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4142,38322,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4143,38330,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4144,38331,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4145,38332,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4146,38333,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4147,38381,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4148,38389,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4149,3839,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4150,38420,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4151,38421,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4152,38422,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4153,38423,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4154,38424,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4155,38425,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4156,38481,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4157,38482,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4158,3849,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4159,38500,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4160,38501,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4161,38502,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4162,38503,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4163,38509,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4164,38510,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4165,38511,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4166,38512,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4167,38513,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4168,38519,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4169,38521,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4170,38522,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4171,38523,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4172,38524,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4173,3870,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4174,3871,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4175,3872,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4176,3878,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4177,3879,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs
4178,38600,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4179,38601,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4180,38602,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4181,38603,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4182,38604,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4183,38610,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4184,38611,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4185,38612,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4186,38619,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4187,3862,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4188,38630,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4189,38631,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4190,38632,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4191,38633,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4192,38634,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4193,38635,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4194,38640,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4195,38641,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4196,38642,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4197,38643,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4198,38648,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4199,38650,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4200,38651,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4201,38652,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4202,38653,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4203,38654,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4204,38655,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4205,38656,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4206,38658,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4207,3868,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4208,3869,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4209,7804,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs
4210,38000,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4211,38001,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4212,38002,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4213,38003,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4214,38010,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4215,38011,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4216,38012,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4217,38013,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4218,38014,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4219,38015,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4220,38016,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4221,38021,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4222,38022,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4223,38023,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4224,38030,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4225,38031,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4226,38032,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4227,38039,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4228,3804,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4229,38050,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4230,38051,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4231,38052,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4232,38053,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4233,38081,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4234,38089,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4235,3809,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4236,38400,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4237,38401,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4238,38409,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4239,3841,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4240,38530,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4241,38531,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4242,38532,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4243,38533,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4244,38535,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4245,38582,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4246,38583,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4247,38589,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4248,3859,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4249,38800,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4250,38801,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4251,38802,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4252,38810,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4253,38811,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4254,38812,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4255,3882,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4256,38830,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4257,38831,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4258,38832,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4259,38840,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4260,38841,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4261,38842,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4262,38843,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4263,38844,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4264,38845,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4265,3885,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4266,38860,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4267,38861,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4268,38869,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4269,38870,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4270,38871,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4271,38872,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4272,3888,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4273,3889,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4274,38900,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4275,38901,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4276,38902,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4277,38903,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4278,38904,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4279,38905,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4280,38906,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4281,38908,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4282,38910,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4283,38911,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4284,38912,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4285,38913,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4286,38914,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4287,38915,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4288,38916,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4289,38917,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4290,38918,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4291,3892,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4292,38920,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4293,38921,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4294,38922,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4295,3897,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4296,3898,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4297,3899,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4298,V412,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4299,V413,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4300,V4985,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4301,V532,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4302,V721,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4303,V7211,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4304,V7212,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4305,V7219,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs
4306,325,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4307,32702,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4308,32715,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4309,32730,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4310,32731,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4311,32732,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4312,32733,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4313,32734,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4314,32735,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4315,32736,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4316,32737,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4317,32739,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4318,32753,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4319,33183,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4320,3321,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4321,33720,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4322,33721,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4323,33722,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4324,33729,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4325,3380,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4326,33811,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4327,33812,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4328,33818,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4329,33819,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4330,33821,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4331,33822,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4332,33828,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4333,33829,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4334,3383,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4335,3384,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4336,3410,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4337,3411,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4338,3418,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4339,3419,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4340,34461,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4341,347,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4342,34700,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4343,34701,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4344,34710,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4345,34711,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4346,3480,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4347,3482,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4348,3483,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4349,34830,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4350,34831,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4351,34839,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4352,3484,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4353,3485,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4354,3488,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4355,34881,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4356,34882,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4357,34889,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4358,3489,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4359,3492,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4360,34981,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4361,34982,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4362,34989,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4363,3499,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4364,3501,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4365,3502,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4366,3508,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4367,3509,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4368,3510,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4369,3511,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4370,3518,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4371,3519,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4372,3520,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4373,3521,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4374,3522,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4375,3523,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4376,3524,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4377,3525,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4378,3526,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4379,3529,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4380,3530,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4381,3531,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4382,3532,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4383,3533,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4384,3534,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4385,3535,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4386,3536,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4387,3538,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4388,3539,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4389,3540,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4390,3541,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4391,3542,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4392,3543,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4393,3544,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4394,3545,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4395,3548,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4396,3549,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4397,3550,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4398,3551,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4399,3552,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4400,3553,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4401,3554,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4402,3555,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4403,3556,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4404,3557,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4405,35571,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4406,35579,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4407,3558,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4408,3559,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4409,3560,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4410,3561,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4411,3562,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4412,3563,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4413,3564,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4414,3568,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4415,3569,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4416,3570,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4417,3571,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4418,3572,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4419,3573,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4420,3574,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4421,3576,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4422,3577,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4423,3578,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4424,35781,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4425,35782,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4426,35789,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4427,3579,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4428,3580,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4429,35800,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4430,35801,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4431,3581,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4432,3582,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4433,35830,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4434,35831,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4435,35839,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4436,3588,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4437,3589,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4438,3590,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4439,3591,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4440,3592,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4441,35921,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4442,35922,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4443,35923,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4444,35924,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4445,35929,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4446,3593,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4447,3594,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4448,3595,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4449,3596,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4450,35971,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4451,35979,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4452,3598,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4453,35981,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4454,35989,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4455,3599,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4456,7810,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4457,7811,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4458,7812,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4459,7813,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4460,7817,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4461,7818,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4462,7820,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4463,7843,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4464,7845,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4465,78451,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4466,78452,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4467,78459,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4468,78460,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4469,78461,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4470,78469,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4471,7920,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
4472,7930,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs
